price,name,desc
"€ 89,21",Samsung Galaxy Pocket Neo Black,"Android, 3 inch, 320x240, 2 MPixel, 100.2 gram"
,Sony Ericsson Xperia Ray ST18i Black,"Android, Qualcomm Snapdragon S2 (MSM8255), 3.3 inch, 854x480, 8.1 MPixel, 98.9 gram"
"€ 175,25",Sony Xperia E3 Yellow,"Android, 4.5 inch, 854x480, 5 MPixel, 143.8 gram"
"€ 137,99",Sony Xperia M White,"Android, Qualcomm Snapdragon S4 Plus (MSM8227), 4 inch, 854x480, 5 MPixel, 115 gram"
"€ 623,39",Sony Xperia Z3 Green,"Android, Qualcomm Snapdragon 801 (8974AC), 5.2 inch, 1920x1080, 20.7 MPixel, 152 gram"
"€ 223,38",Alcatel One Touch Idol Ultra,"Android, MediaTek MT6577, 4.7 inch, 1280x720, 8 MPixel, 125 gram"
"€ 1.053,16",Apple iPhone 6 Plus 128GB Gold,"iOS, Apple A8, 5.5 inch, 1920x1080, 8 MPixel, 172 gram"
"€ 128,02",Archos 50b Platinum,"Android, 5 inch, 960x540, 8 MPixel, 160 gram"
"€ 256,90",HTC Desire 610 White,"Android, Qualcomm Snapdragon 400 (8926), 4.7 inch, 960x540, 8 MPixel, 143.5 gram"
"€ 580,84",HTC Desire Eye Red,"Android, 5.2 inch, 1920x1080, 13 MPixel, 154 gram"
"€ 252,89",Huawei Ascend G700 Black,"Android, MediaTek MT6589, 5 inch, 1280x720, 8 MPixel, 155 gram"
,LG G3 16GB Red,"Android, Qualcomm Snapdragon 801 (8974AC), 5.5 inch, 2560x1440, 13 MPixel, 149 gram"
"€ 304,87",LG G3 s Black,"Android, 5 inch, 1280x720, 8 MPixel, 134 gram"
"€ 189,97",LG L90 White,"Android, Qualcomm Snapdragon 400, 4.7 inch, 960x540, 8 MPixel, 126 gram"
"€ 162,83",Nokia Lumia 635 Black,"Windows Phone, Qualcomm Snapdragon 400 (8626), 4.5 inch, 854x480, 5 MPixel, 134 gram"
"€ 265,75",Nokia Lumia 735 Orange,"Windows Phone, 4.7 inch, 1280x720, 6.7 MPixel, 134.3 gram"
"€ 283,15",Nokia Lumia 735 White,"Windows Phone, 4.7 inch, 1280x720, 6.7 MPixel, 134.3 gram"
"€ 465,70",Nokia Lumia 930 Orange,"Windows Phone, Qualcomm Snapdragon 800, 5 inch, 1920x1080, 20 MPixel, 167 gram"
"€ 159,00",Samsung Galaxy Core 2 Black,"Android, 4.5 inch, 800x480, 5 MPixel, 138 gram"
"€ 97,26",Samsung Galaxy Fame Lite Black,"Android, 3.5 inch, 480x320, 3 MPixel, 119.8 gram"
"€ 87,35",Samsung Galaxy Mini 2 S6500,"Android, Qualcomm Snapdragon S1 (MSM7227A), 3.27 inch, 480x320, 3 MPixel, 105 gram"
"€ 168,68",Samsung Galaxy S III Mini Blue,"Android, ST-Ericsson NovaThor U8420, 4 inch, 800x480, 5 MPixel, 111.5 gram"
"€ 367,90",Samsung Galaxy S5 Mini Gold,"Android, Samsung Exynos 3470, 4.5 inch, 1280x720, 8 MPixel, 120 gram"
"€ 508,74",Sony Xperia Z2 White,"Android, Qualcomm Snapdragon 801 (8974AB), 5.2 inch, 1920x1080, 20.7 MPixel, 163 gram"
"€ 204,72",Acer Liquid E700 Black,"Android, MediaTek MT6582, 5 inch, 1280x720, 8 MPixel, 156 gram"
"€ 61,22",Alcatel One Touch 20.01 Senior Black,"2.4 inch, 2 MPixel, 89 gram"
"€ 544,00",Apple iPhone 4S 32GB Black,"iOS, Apple A5, 3.5 inch, 960x640, 8 MPixel, 140 gram"
"€ 1.057,57",Apple iPhone 6 Plus 128GB Silver,"iOS, Apple A8, 5.5 inch, 1920x1080, 8 MPixel, 172 gram"
"€ 936,73",Apple iPhone 6 Plus 64GB Gold,"iOS, Apple A8, 5.5 inch, 1920x1080, 8 MPixel, 172 gram"
"€ 353,51",HTC Desire 816 White,"Android, Qualcomm Snapdragon 400 (8928), 5.5 inch, 1280x720, 13 MPixel, 165 gram"
"€ 417,12",HTC One Blue,"Android, 4.7 inch, 1920x1080, 2.1 MPixel, 143 gram"
"€ 390,06",HTC One Mini 2 Silver,"Android, Qualcomm Snapdragon 400 (8926), 4.5 inch, 1280x720, 13 MPixel, 136.9 gram"
"€ 143,64",LG L65 Black,"Android, 4.3 inch, 800x480, 5 MPixel, 127 gram"
"€ 66,72",Nokia Asha 210 Yellow,"2.4 inch, 320x240, 2 MPixel, 99.5 gram"
,,
"€ 390,72",Samsung Galaxy EXpress White,"Android, 4.5 inch, 800x480, 5 MPixel, 137 gram"
"€ 182,37",Samsung Galaxy Grand Neo Black,"Android, 5.1 inch, 800x480, 5 MPixel, 163 gram"
"€ 120,16",Samsung Galaxy Trend Plus White,"Android, 4 inch, 800x480, 5 MPixel, 118 gram"
"€ 111,75",Samsung Galaxy Y Duos Black,"Android, 3.14 inch, 320x240, 3.2 MPixel, 109 gram"
"€ 422,73",Sony Xperia Z1 Purple,"Android, Qualcomm Snapdragon 800 (8974), 5 inch, 1920x1080, 20.7 MPixel, 170 gram"
"€ 219,49",Wiko Highway Signs Black,"4.7 inch, 8 MPixel, 119 gram"
"€ 120,46",Alcatel One Touch Pop C7 Black,"Android, MediaTek MT6582M, 5 inch, 854x480, 8 MPixel, 165 gram"
,Apple iPhone 4 16GB Black,"iOS, Apple A4, 3.5 inch, 960x640, 5 MPixel, 140.3 gram"
"€ 108,93",Archos 45c Platinum,"Android, 4.5 inch, 854x480, 5 MPixel, 138 gram"
"€ 143,56",Archos 50 Platinum,"Android, Qualcomm Snapdragon S4 (MSM8225Q), 5 inch, 960x540, 8 MPixel, 160 gram"
"€ 249,99",BlackBerry Z10 Black,"BlackBerry OS, Qualcomm Snapdragon S4 Plus (MSM8960), 4.2 inch, 1280x768, 8 MPixel, 137.5 gram"
"€ 457,90",HTC Desire HD,"Android, Qualcomm Snapdragon S2 (MSM8255), 4.3 inch, 800x480, 8 MPixel, 166 gram"
,HTC One Dual Sim Silver,
"€ 388,16",HTC One Mini 2 Grey,"Android, Qualcomm Snapdragon 400 (8926), 4.5 inch, 1280x720, 13 MPixel, 136.9 gram"
"€ 540,86",HTC One X White,"Android, Nvidia Tegra 3, 4.7 inch, 1280x720, 8 MPixel, 133 gram"
"€ 228,69",HTC Windows Phone 8S Black/White,"Windows Phone, Qualcomm Snapdragon S4 Plus (MSM8227), 4 inch, 800x480, 5 MPixel, 113 gram"
"€ 178,15",Huawei Ascend G6 Black,"Android, Qualcomm Snapdragon 400 (8926), 4.5 inch, 960x540, 8 MPixel, 115 gram"
"€ 522,42",Motorola Moto X (2014) Leather,"Android, 5.2 inch, 1920x1080, 13 MPixel, 144 gram"
,Motorola Nexus 6 White,"Android, Qualcomm Snapdragon 805 (APQ8084), 5.96 inch, 2560x1440, 13 MPixel, 184 gram"
"€ 340,66",Nokia Lumia 830 White,"Windows Phone, Qualcomm Snapdragon 400, 5 inch, 1280x720, 10 MPixel, 150 gram"
"€ 344,64",Nokia Lumia 925 Grey,"Windows Phone, 4.5 inch, 1280x768, 8.7 MPixel, 139 gram"
,Samsung Galaxy Note Black,"Android, Samsung Exynos 4210, 5.3 inch, 1280x800, 8 MPixel, 178 gram"
,Samsung Galaxy Note II Grey,"Android, Samsung Exynos 4412, 5.5 inch, 1280x720, 8 MPixel, 180 gram"
"€ 73,80",Samsung Galaxy Pocket Neo White,"Android, 3 inch, 320x240, 2 MPixel, 100.2 gram"
"€ 172,68",Sony Xperia E3 Black,"Android, 4.5 inch, 854x480, 5 MPixel, 143.8 gram"
"€ 330,58",Sony Xperia V LT25i Black,"Android, Qualcomm Snapdragon S4 Plus (MSM8960), 4.3 inch, 1280x720, 13 MPixel, 118 gram"
"€ 72,76",Wiko Ozzy White,"Android, 3.5 inch, 480x320, 2 MPixel, 109 gram"
,ASUS PadFone 2 64GB Black,"Android, Qualcomm Snapdragon S4 Pro (APQ8064), 4.7 inch, 1280x720, 1.2 MPixel, 135 gram"
"€ 87,88",Acer Liquid Z200 Duo Black,"Android, MediaTek MT6572, 4 inch, 800x480, 2 MPixel, 133 gram"
"€ 145,70",Acer Liquid Z500 Silver,"Android, MediaTek MT6582, 5 inch, 1280x720, 8 MPixel"
,Alcatel One Touch 20.12G Dark Chocolate,
"€ 89,47",Alcatel One Touch Pop C5 Grey,"Android, 4.5 inch, 854x480, 5 MPixel, 157 gram"
"€ 355,02",Apple iPhone 4S 8GB White,"iOS, Apple A5, 3.5 inch, 960x640, 8 MPixel, 140 gram"
"€ 616,85",Apple iPhone 5s 16GB Gold,"iOS, Apple A7, 4 inch, 1136x640, 8 MPixel, 112 gram"
"€ 944,97",Apple iPhone 6 128GB Gold,"iOS, Apple A8, 4.7 inch, 1334x750, 8 MPixel, 129 gram"
"€ 960,67",Apple iPhone 6 128GB Grey,"iOS, Apple A8, 4.7 inch, 1334x750, 8 MPixel, 129 gram"
"€ 836,25",Apple iPhone 6 Plus 16GB Gold,"iOS, Apple A8, 5.5 inch, 1920x1080, 8 MPixel, 172 gram"
"€ 107,21",Archos 50 Titanium (dual sim),"Android, 5 inch, 960x540, 5 MPixel, 160 gram"
,BlackBerry Torch 9800 White Qwerty,"BlackBerry OS, 3.2 inch, 5 MPixel, 161.1 gram"
"€ 346,70",Huawei Ascend P6 White,"Android, Huawei K3V2 Hi3620, 4.7 inch, 1280x720, 8 MPixel, 120 gram"
"€ 215,00",Huawei Ascend W1 Black,"Windows Phone, 4 inch, 800x480, 5 MPixel, 124 gram"
"€ 157,03",LG Fino Black,"Android, 4.5 inch, 800x480, 8 MPixel, 144 gram"
"€ 363,59",LG G2 16GB White,"Android, Qualcomm Snapdragon 800 (8974), 5.2 inch, 1920x1080, 13 MPixel, 143 gram"
"€ 89,17",LG L40 Black,"Android, 3.5 inch, 480x320, 3 MPixel, 114 gram"
"€ 141,09",LG L70 White,"Android, Qualcomm Snapdragon 200 (8210), 4.5 inch, 800x480, 5 MPixel, 133 gram"
"€ 101,73",Nokia Lumia 530 Orange (dual sim),"Windows Phone, Qualcomm Snapdragon 200 (8212), 4 inch, 854x480, 5 MPixel, 129 gram"
"€ 320,71",Nokia Lumia 730 Green,"Windows Phone, 4.7 inch, 1280x720, 6.7 MPixel, 130.4 gram"
,Nokia Lumia 820 Blue,"Windows Phone, 4.3 inch, 800x480, 8 MPixel, 160 gram"
"€ 409,91",Nokia Lumia 830 Orange,"Windows Phone, 5 inch, 1280x720, 10 MPixel, 150 gram"
"€ 652,18",Nokia Lumia 920 Black,"Windows Phone, Qualcomm Snapdragon S4 Plus (MSM8960), 4.5 inch, 1280x768, 8.7 MPixel, 186 gram"
,,
"€ 260,76",Samsung Galaxy S III 16GB White,"Android, Samsung Exynos 4412, 4.8 inch, 1280x720, 8 MPixel, 133 gram"
,Samsung Galaxy S III 64GB Blue,"Android, Samsung Exynos 4412, 4.8 inch, 1280x720, 8 MPixel, 133 gram"
"€ 558,08",Samsung Galaxy S5 White,"Android, Qualcomm Snapdragon 801 (8974AC), 5.1 inch, 1920x1080, 16 MPixel, 145 gram"
,Samsung Galaxy Y S5360 Pink,"Android, Broadcom BCM21553, 3 inch, 320x240, 2 MPixel, 97 gram"
"€ 154,98",Sony Xperia J ST26i Black,"Android, Qualcomm Snapdragon S1 (MSM7225), 4 inch, 854x480, 5 MPixel, 130 gram"
"€ 287,47",Sony Xperia SP White,"Android, Qualcomm Snapdragon S4 Pro (MSM8960T), 4.6 inch, 1280x720, 8 MPixel, 155 gram"
"€ 316,65",Sony Xperia T3 Black,"Android, 5.3 inch, 1920x1080, 8 MPixel, 148 gram"
"€ 521,50",Sony Xperia Z2 Purple,"Android, Qualcomm Snapdragon 801 (8974AB), 5.2 inch, 1920x1080, 20.7 MPixel, 163 gram"
"€ 162,09",Wiko Birdy Pink,"Android, 4.5 inch, 5 MPixel, 141 gram"
"€ 162,09",Wiko Birdy Turquoise,"Android, 4.5 inch, 5 MPixel, 141 gram"
"€ 108,99",Wiko Lenny Black,"Android, 5 inch, 854x480, 5 MPixel, 174 gram"
"€ 205,21",Wiko Wax Black,"Android, Nvidia Tegra 4i, 4.7 inch, 1280x720, 8 MPixel, 119 gram"
"€ 336,88",Alcatel One Touch Hero 8020D 16GB Black,"Android, 6 inch, 1920x1080, 13 MPixel, 177.6 gram"
"€ 90,12",Alcatel One Touch Pop D3 DS White,
"€ 108,72",Alcatel One Touch Pop D5 White,
"€ 560,91",Apple iPhone 4S 16GB White,"iOS, Apple A5, 3.5 inch, 960x640, 8 MPixel, 140 gram"
"€ 125,22",Doro Liberto 650,"2.4 inch, 320x240, 2 MPixel, 110 gram"
"€ 147,20",HTC Desire 310 Blue,"Android, 4.5 inch, 854x480, 5 MPixel, 140 gram"
"€ 385,16",HTC One Mini 2 Gold,"Android, Qualcomm Snapdragon 400 (8926), 4.5 inch, 1280x720, 13 MPixel, 136.9 gram"
,HTC Windows Phone 8X Blue,"Windows Phone, Qualcomm Snapdragon S4 Plus (MSM8260A), 4.3 inch, 1280x720, 8 MPixel, 128 gram"
"€ 213,01",Huawei Ascend G6 4G White,"Android, Qualcomm Snapdragon 400 (8926), 4.5 inch, 960x540, 8 MPixel, 115 gram"
"€ 261,38",Huawei Ascend G750 White,"Android, 5.5 inch, 1280x720, 13 MPixel, 162 gram"
"€ 78,10",Huawei Ascend Y210,"Android, Qualcomm Snapdragon S1 (MSM7225), 3.5 inch, 480x320, 2 MPixel, 120 gram"
"€ 306,25",LG G3 s Gold,"Android, 5 inch, 1280x720, 8 MPixel, 134 gram"
"€ 348,18",LG Nexus 5 16GB White,"Android, Qualcomm Snapdragon 800 (8974), 5 inch, 1920x1080, 8 MPixel, 130 gram"
"€ 531,54",Motorola Moto X (2014) Bamboo,"Android, 5.2 inch, 1920x1080, 13 MPixel, 144 gram"
"€ 538,06",Motorola Moto X (2014) White,"Android, 5.2 inch, 1920x1080, 13 MPixel, 144 gram"
"€ 31,10",Nokia 130 Black,"1.8 inch, 68.6 gram"
"€ 320,71",Nokia Lumia 730 Orange,"Windows Phone, 4.7 inch, 1280x720, 6.7 MPixel, 130.4 gram"
"€ 490,04",Nokia Lumia 820 Red,"Windows Phone, 4.3 inch, 800x480, 8 MPixel, 160 gram"
"€ 380,37",Samsung Ativ S Silver,"Windows Phone, 4.8 inch, 1280x720, 8 MPixel, 135 gram"
"€ 156,94",Samsung Galaxy Core 2 White,"Android, 4.5 inch, 800x480, 5 MPixel, 138 gram"
"€ 351,38",Samsung Galaxy Mega White,"Android, 6.3 inch, 1280x720, 8 MPixel, 199 gram"
"€ 473,37",Samsung Galaxy Note 3 Gold,"Android, 5.7 inch, 1920x1080, 13 MPixel, 168 gram"
"€ 515,55",Samsung Galaxy Note 3 White,"Android, Qualcomm Snapdragon 800 (8974), 5.7 inch, 1920x1080, 13 MPixel, 168 gram"
"€ 284,79",Samsung Galaxy S III 16GB Black,"Android, Samsung Exynos 4412, 4.8 inch, 1280x720, 8 MPixel, 133 gram"
,Samsung Galaxy S III 32GB Blue,"Android, Samsung Exynos 4412, 4.8 inch, 1280x720, 8 MPixel, 133 gram"
"€ 216,09",Wiko Getaway White,"Android, 5 inch, 1280x720, 13 MPixel, 133 gram"
"€ 164,58",Wiko Rainbow Pink,"Android, 5 inch, 1280x720, 8 MPixel, 167 gram"
"€ 186,96",Wiko Slide Black,"Android, 5.5 inch, 960x540, 8 MPixel, 166 gram"
"€ 208,57",Wiko Wax Turquoise,"Android, Nvidia Tegra 4i, 4.7 inch, 1280x720, 8 MPixel, 119 gram"
,Acer Liquid EXpress E320 White,"Android, Qualcomm Snapdragon S1 (MSM7227), 3.5 inch, 480x320, 5 MPixel, 138 gram"
"€ 60,90",Alcatel One Touch 20.12G Soft Gold,
"€ 130,25",Alcatel One Touch 4G White,
,Alcatel One Touch 916D,"Android, 2.6 inch, 320x240, 3.2 MPixel, 126 gram"
"€ 307,77",Alcatel One Touch Idol X Plus Black,"5 inch, 1920x1080, 13.1 MPixel"
"€ 171,40",Alcatel One Touch Pop C9 White,1920x1080
,Apple iPhone 3GS 16GB Black,"iOS, 3.5 inch, 480x320, 3.2 MPixel, 135 gram"
"€ 838,39",Apple iPhone 5 32GB Black,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 112 gram"
"€ 564,30",Apple iPhone 5c 16GB Blue,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 132 gram"
,,
"€ 424,54",Apple iPhone 5c 8GB White,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 132 gram"
"€ 858,02",Apple iPhone 5s 64GB Gold,"iOS, Apple A7, 4 inch, 1136x640, 8 MPixel, 112 gram"
"€ 841,02",Apple iPhone 6 64GB Gold,"iOS, Apple A8, 4.7 inch, 1334x750, 8 MPixel, 129 gram"
,Archos 53 Titanium Black,
"€ 315,80",BlackBerry Bold 9790 Black,"BlackBerry OS, Marvel Tavor MG1, 2.45 inch, 480x360, 5 MPixel, 107 gram"
"€ 399,86",HTC One Mini Blue,"Android, 4.3 inch, 1280x720, 4 MPixel, 122 gram"
"€ 281,30",HTC One SV Blue,"Android, 4.3 inch, 800x480, 5 MPixel, 122 gram"
"€ 148,32",Huawei Ascend G510 Black,"Android, 4.5 inch, 854x480, 5 MPixel, 150 gram"
"€ 176,52",Huawei Ascend G6 White,"Android, Qualcomm Snapdragon 400 (8926), 4.5 inch, 960x540, 8 MPixel, 115 gram"
"€ 210,02",Huawei Ascend G620s Black,"Android, 5 inch, 8 MPixel, 160 gram"
"€ 183,79",Huawei Ascend G630 Black,"Android, 5 inch, 1280x720, 8 MPixel, 165 gram"
"€ 296,96",Huawei Ascend G7 Grey,"Android, Qualcomm Snapdragon 410 (8916), 5.5 inch, 1280x720, 13 MPixel, 165 gram"
"€ 296,61",Huawei Ascend G7 Silver,"Android, Qualcomm Snapdragon 410 (8916), 5.5 inch, 1280x720, 13 MPixel, 165 gram"
"€ 395,14",Huawei Ascend P2,"Android, Huawei K3V2 Hi3620, 4.7 inch, 1280x720, 13 MPixel, 125 gram"
"€ 338,65",Huawei Ascend P7 White,"Android, Hisilicon Kirin 910T, 5 inch, 1920x1080, 13 MPixel, 125 gram"
,LG G2 32GB White,"Android, Qualcomm Snapdragon 800 (8974), 5.2 inch, 1920x1080, 13 MPixel, 143 gram"
"€ 596,68",LG G3 32GB Gold,"Android, Qualcomm Snapdragon 801 (8974AC), 5.5 inch, 2560x1440, 13 MPixel, 149 gram"
"€ 170,96",LG Optimus F5 Black,"Android, Qualcomm Snapdragon S4 Plus (MSM8960), 4.3 inch, 960x540, 5 MPixel, 130 gram"
"€ 449,46",LG Optimus G Pro White,"Android, Qualcomm Snapdragon 600 (8064T), 5.5 inch, 1920x1080, 13 MPixel, 172 gram"
"€ 84,43",LG Optimus L3 II Black,"Android, Qualcomm Snapdragon S1 (MSM7225A), 3.2 inch, 320x240, 3 MPixel, 106.4 gram"
"€ 30,10",Nokia 108 Black,"1.8 inch, 320x240, 0.3 MPixel, 70.2 gram"
"€ 59,93",Nokia 206 Yellow,"2.4 inch, 320x240, 1.3 MPixel, 91 gram"
"€ 79,12",Nokia 301 Black (dual sim),"2.4 inch, 320x240, 3.2 MPixel, 102 gram"
"€ 516,82",Nokia Lumia 1020 32GB Yellow,"Windows Phone, 4.5 inch, 1280x720, 41 MPixel, 158 gram"
"€ 192,47",Nokia Lumia 620 Yellow,"Windows Phone, Qualcomm Snapdragon S4 Plus (MSM8227), 3.8 inch, 800x480, 5 MPixel, 127 gram"
"€ 147,41",Nokia Lumia 630 Black (dual sim),"Windows Phone, Qualcomm Snapdragon 400 (8626), 4.5 inch, 854x480, 5 MPixel, 134 gram"
"€ 129,02",Nokia Lumia 630 White,"Windows Phone, Qualcomm Snapdragon 400 (8626), 4.5 inch, 854x480, 5 MPixel, 134 gram"
"€ 451,48",Nokia Lumia 930 White,"Windows Phone, Qualcomm Snapdragon 800, 5 inch, 1920x1080, 20 MPixel, 167 gram"
"€ 21,01",Samsung E1200i White,"1.52 inch, 65 gram"
"€ 24,17",Samsung E1280 Blue,"1.77 inch, 75.4 gram"
"€ 149,99",Samsung Galaxy S Duos White,"Android, 4 inch, 800x480, 5 MPixel, 120 gram"
"€ 373,66",Samsung Galaxy S4 Zoom Black,"Android, Samsung Exynos 4212, 4.3 inch, 960x540, 16 MPixel, 208 gram"
"€ 453,75",Samsung Galaxy S4 Zoom White,"Android, Samsung Exynos 4212, 4.3 inch, 960x540, 16 MPixel, 210 gram"
"€ 379,14",Samsung Galaxy S5 Mini Blue,"Android, Samsung Exynos 3470, 4.5 inch, 1280x720, 8 MPixel, 120 gram"
"€ 90,92",Samsung Galaxy Young 2 White,"Android, 3.5 inch, 480x320, 3 MPixel, 108 gram"
,Sony Ericsson Xperia Ray ST18i Gold,"Android, Qualcomm Snapdragon S2 (MSM8255), 3.3 inch, 854x480, 8.1 MPixel, 98.9 gram"
"€ 107,10",Sony Xperia E1 White,"Android, Qualcomm Snapdragon 200 (8210), 4 inch, 800x480, 3.15 MPixel, 120 gram"
,Sony Xperia ZR Mint,"Android, Qualcomm Snapdragon S4 Pro (APQ8064), 4.6 inch, 1280x720, 13 MPixel, 140 gram"
"€ 62,30",Vodafone Smart 4 Mini,"Android, MediaTek MT6572, 4 inch, 800x480, 3.2 MPixel, 115 gram"
"€ 165,33",Wiko Rainbow Black,"Android, 5 inch, 1280x720, 8 MPixel, 167 gram"
,Yarvik Ingenia Nimity,"Android, 4 inch, 640x360, 5 MPixel, 136 gram"
,ASUS ZenFone 5 Black,
,Acer Liquid Gallant E350 Black,"Android, 4.3 inch, 960x540, 5 MPixel, 145 gram"
"€ 136,79",Acer Liquid Z3 Duo Black,"Android, MediaTek MT6572, 3.5 inch, 480x320, 3 MPixel, 112 gram"
"€ 146,34",Acer Liquid Z5 Duo Grey,"Android, MediaTek MT6572, 5 inch, 854x480, 5 MPixel, 147 gram"
"€ 153,06",Acer Liquid Z5 Duo White,"Android, MediaTek MT6572, 5 inch, 854x480, 5 MPixel, 147 gram"
"€ 60,90",Alcatel One Touch 20.12G White,
"€ 180,06",Alcatel One Touch Fire E Orange,
"€ 206,93",Alcatel One Touch Idol 2 Mini S 6036Y 8GB Grey,4.5 inch
"€ 166,31",Alcatel One Touch Idol 2 Mini S 6036Y 8GB White,4.5 inch
,,
"€ 46,45",Alcatel One Touch T'Pop 4010D Black,"3.5 inch, 480x320, 3.2 MPixel"
,Apple iPhone 4 32GB Black,"iOS, 3.5 inch, 960x640, 5 MPixel, 137 gram"
"€ 432,32",Apple iPhone 5c 8GB Blue,"iOS, Apple A6, 4 inch, 1136x640, 8 MPixel, 132 gram"
